YEAR,DATE,TIME,Hour,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,INVOLVED,RELATED,Neighbourh
2016,2016-07-29 4:00:00 AM,1645,16,JANE ST,SHOREHAM DR,121 m North of,MAJOR ARTERIAL,ETOBICOKE YORK,43.769675,-79.52058,MID-BLOCK,NON INTERSECTION,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,50 to 54,MAJOR,SOUTH,"AUTOMOBILE, STATION WAGON",GOING AHEAD,DRIVING PROPERLY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",,Black Creek (24)
2011,2011-07-15 4:00:00 AM,1655,16,DANFORTH AVE,LANGFORD AVE,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.679745,-79.34059,INTERSECTION,,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,45 to 49,NONE,WEST,"AUTOMOBILE, STATION WAGON",PARKED,OTHER,INATTENTIVE,,,,,,,"CYCLIST,AUTOMOBILE",,Blake-Jones (69)
2011,2011-07-15 4:00:00 AM,1655,16,DANFORTH AVE,LANGFORD AVE,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.679745,-79.34059,INTERSECTION,,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,50 to 54,MAJOR,WEST,BICYCLE,GOING AHEAD,,,,,,Cyclist struck opened vehicle door,Driving Properly,Normal,"CYCLIST,AUTOMOBILE",,Blake-Jones (69)
2008,2008-04-28 4:00:00 AM,1700,17,HAVELOCK STRE,DEWSON STRE,,COLLECTOR,TORONTO AND EAST YORK,43.655545,-79.43049,INTERSECTION,AT INTERSECTION,STOP SIGN,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,VEHICLE OWNER,unknown,,,OTHER,,,,,,,,,,"CYCLIST,AUTOMOBILE",,Dufferin Grove (83)
2008,2008-04-28 4:00:00 AM,1700,17,HAVELOCK STRE,DEWSON STRE,,COLLECTOR,TORONTO AND EAST YORK,43.655545,-79.43049,INTERSECTION,AT INTERSECTION,STOP SIGN,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,30 to 34,NONE,WEST,"AUTOMOBILE, STATION WAGON",TURNING LEFT,IMPROPER TURN,INATTENTIVE,,,,,,,"CYCLIST,AUTOMOBILE",,Dufferin Grove (83)
2008,2008-04-28 4:00:00 AM,1700,17,HAVELOCK STRE,DEWSON STRE,,COLLECTOR,TORONTO AND EAST YORK,43.655545,-79.43049,INTERSECTION,AT INTERSECTION,STOP SIGN,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,60 to 64,MAJOR,SOUTH,BICYCLE,GOING AHEAD,,,,,,"Motorist without ROW drives into path of cyclist at inter, lnwy, dwy-Driver not turn.",Driving Properly,Normal,"CYCLIST,AUTOMOBILE",,Dufferin Grove (83)
2009,2009-12-29 5:00:00 AM,1700,17,SAMMON AVE,DONLANDS AVE,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.685845,-79.33939,INTERSECTION,AT INTERSECTION,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,75 to 79,MAJOR,WEST,BICYCLE,STOPPED,,,,,,Insufficient information (to determine cyclist crash type).,Driving Properly,Medical or Physical Disability,CYCLIST,,Danforth East York (59)
2011,2011-11-04 4:00:00 AM,1700,17,BLOOR STRE W,SALEM AVEN,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.660645,-79.43169,INTERSECTION,AT INTERSECTION,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,30 to 34,NONE,EAST,"AUTOMOBILE, STATION WAGON",TURNING LEFT,FAILED TO YIELD RIGHT OF WAY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Dufferin Grove (83)
2011,2011-11-04 4:00:00 AM,1700,17,BLOOR STRE W,SALEM AVEN,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.660645,-79.43169,INTERSECTION,AT INTERSECTION,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,50 to 54,MAJOR,WEST,BICYCLE,GOING AHEAD,,,,,,Motorist turned left across cyclists path.,Driving Properly,Unknown,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Dufferin Grove (83)
2018,2018-05-29 4:00:00 AM,1700,17,QUEENS QUAY  E,DOCKSIDE DR,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.645079,-79.365466,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,35 to 39,NONE,EAST,"AUTOMOBILE, STATION WAGON",TURNING RIGHT,FAILED TO YIELD RIGHT OF WAY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Waterfront Communities-The Island (77)
2018,2018-05-29 4:00:00 AM,1700,17,QUEENS QUAY  E,DOCKSIDE DR,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.645079,-79.365466,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,25 to 29,MAJOR,WEST,BICYCLE,GOING AHEAD,,,,,,Motorist turning right on green or amber at signalized intersection strikes cyclist.,Driving Properly,Normal,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Waterfront Communities-The Island (77)
2018,2018-06-11 4:00:00 AM,1700,17,ROYAL YORK  RD,DARTMOUTH  CRES,,MINOR ARTERIAL,ETOBICOKE YORK,43.605387,-79.493869,MID-BLOCK,NON INTERSECTION,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,MOTORCYCLE DRIVER,unknown,NONE,SOUTH,MOTORCYCLE,GOING AHEAD,FAILED TO YIELD RIGHT OF WAY,UNKNOWN,,,,,,,"CYCLIST,MOTORCYCLE",AGGRESIVE AND DISTRACTED,Mimico (includes Humber Bay Shores) (17)
2018,2018-06-11 4:00:00 AM,1700,17,ROYAL YORK  RD,DARTMOUTH  CRES,,MINOR ARTERIAL,ETOBICOKE YORK,43.605387,-79.493869,MID-BLOCK,NON INTERSECTION,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,25 to 29,MAJOR,SOUTH,BICYCLE,GOING AHEAD,,,,,,Cyclist and Driver travelling in same direction. One vehicle rear-ended the other.,Driving Properly,Normal,"CYCLIST,MOTORCYCLE",AGGRESIVE AND DISTRACTED,Mimico (includes Humber Bay Shores) (17)
2014,2014-11-30 5:00:00 AM,1702,17,203 FAYWOOD BLVD,,,COLLECTOR,NORTH YORK,43.747107,-79.449291,MID-BLOCK,AT/NEAR PRIVATE DRIVE,NO CONTROL,RAIN,"DARK, ARTIFICIAL",WET,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,30 to 34,NONE,EAST,PICK UP TRUCK,REVERSING,OTHER,INATTENTIVE,,,,,,,"CYCLIST,AUTOMOBILE",,Clanton Park (33)
2014,2014-11-30 5:00:00 AM,1702,17,203 FAYWOOD BLVD,,,COLLECTOR,NORTH YORK,43.747107,-79.449291,MID-BLOCK,AT/NEAR PRIVATE DRIVE,NO CONTROL,RAIN,"DARK, ARTIFICIAL",WET,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,35 to 39,MAJOR,NORTH,BICYCLE,GOING AHEAD,,,,,,Motorist reversing struck cyclist.,Driving Properly,Other,"CYCLIST,AUTOMOBILE",,Clanton Park (33)
2017,2017-08-30 4:00:00 AM,1703,17,WELLESLEY ST W,QUEENS PARK CRES E,3 m East of,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.663512,-79.390605,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,40 to 44,MAJOR,WEST,BICYCLE,GOING AHEAD,,,,,,Motorist turning right on green or amber at signalized intersection strikes cyclist.,Driving Properly,Normal,"CYCLIST,TRUCK",,Bay Street Corridor (76)
2017,2017-08-30 4:00:00 AM,1703,17,WELLESLEY ST W,QUEENS PARK CRES E,3 m East of,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.663512,-79.390605,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,TRUCK DRIVER,55 to 59,NONE,WEST,TRUCK - DUMP,TURNING RIGHT,IMPROPER TURN,INATTENTIVE,,,,,,,"CYCLIST,TRUCK",,Bay Street Corridor (76)
2010,2010-09-25 4:00:00 AM,1704,17,CALEDONIA RD,BOWIE AVE,,MINOR ARTERIAL,NORTH YORK,43.694945,-79.462787,INTERSECTION,AT INTERSECTION,STOP SIGN,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,VEHICLE OWNER,unknown,,,,,,,,,,,,,"CYCLIST,AUTOMOBILE",,Briar Hill-Belgravia (108)
2010,2010-09-25 4:00:00 AM,1704,17,CALEDONIA RD,BOWIE AVE,,MINOR ARTERIAL,NORTH YORK,43.694945,-79.462787,INTERSECTION,AT INTERSECTION,STOP SIGN,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,20 to 24,NONE,WEST,PICK UP TRUCK,TURNING LEFT,DRIVING PROPERLY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",,Briar Hill-Belgravia (108)
2010,2010-09-25 4:00:00 AM,1704,17,CALEDONIA RD,BOWIE AVE,,MINOR ARTERIAL,NORTH YORK,43.694945,-79.462787,INTERSECTION,AT INTERSECTION,STOP SIGN,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,50 to 54,MAJOR,EAST,BICYCLE,GOING AHEAD,,,,,,Motorist turned left across cyclists path.,Failed to Yield Right of Way,Had Been Drinking,"CYCLIST,AUTOMOBILE",,Briar Hill-Belgravia (108)
2018,2018-11-29 5:00:00 AM,1705,17,KENNEDY  RD,PASSMORE AVE,169 m South of,MAJOR ARTERIAL,SCARBOROUGH,43.816859,-79.304042,MID-BLOCK,AT/NEAR PRIVATE DRIVE,NO CONTROL,CLEAR,DUSK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,60 to 64,NONE,SOUTH,"AUTOMOBILE, STATION WAGON",GOING AHEAD,DRIVING PROPERLY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE,PASSENGER",AGGRESIVE AND DISTRACTED,Milliken (130)
2018,2018-11-29 5:00:00 AM,1705,17,KENNEDY  RD,PASSMORE AVE,169 m South of,MAJOR ARTERIAL,SCARBOROUGH,43.816859,-79.304042,MID-BLOCK,AT/NEAR PRIVATE DRIVE,NO CONTROL,CLEAR,DUSK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,70 to 74,MAJOR,EAST,BICYCLE,GOING AHEAD,,,,,,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Other,Inattentive,"CYCLIST,AUTOMOBILE,PASSENGER",AGGRESIVE AND DISTRACTED,Milliken (130)
2018,2018-11-29 5:00:00 AM,1705,17,KENNEDY  RD,PASSMORE AVE,169 m South of,MAJOR ARTERIAL,SCARBOROUGH,43.816859,-79.304042,MID-BLOCK,AT/NEAR PRIVATE DRIVE,NO CONTROL,CLEAR,DUSK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,35 to 39,NONE,NORTH,"AUTOMOBILE, STATION WAGON",GOING AHEAD,DRIVING PROPERLY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE,PASSENGER",AGGRESIVE AND DISTRACTED,Milliken (130)
2018,2018-11-29 5:00:00 AM,1705,17,KENNEDY  RD,PASSMORE AVE,169 m South of,MAJOR ARTERIAL,SCARBOROUGH,43.816859,-79.304042,MID-BLOCK,AT/NEAR PRIVATE DRIVE,NO CONTROL,CLEAR,DUSK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,PASSENGER,0 to 4,NONE,,,,,,,,,,,,"CYCLIST,AUTOMOBILE,PASSENGER",AGGRESIVE AND DISTRACTED,Milliken (130)
2017,2017-11-30 5:00:00 AM,1709,17,WARDEN  AVE,BAMBURGH  CRCL,,MAJOR ARTERIAL,SCARBOROUGH,43.811564,-79.323375,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,RAIN,DUSK,WET,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,60 to 64,MAJOR,SOUTH,BICYCLE,GOING AHEAD,,,,,,Motorist turned left across cyclists path.,Disobeyed Traffic Control,Inattentive,"CYCLIST,AUTOMOBILE",,Steeles (116)
2017,2017-11-30 5:00:00 AM,1709,17,WARDEN  AVE,BAMBURGH  CRCL,,MAJOR ARTERIAL,SCARBOROUGH,43.811564,-79.323375,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,RAIN,DUSK,WET,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,60 to 64,NONE,NORTH,"AUTOMOBILE, STATION WAGON",TURNING LEFT,IMPROPER TURN,INATTENTIVE,,,,,,,"CYCLIST,AUTOMOBILE",,Steeles (116)
2011,2011-06-08 4:00:00 AM,1710,17,FINCH AVE W,NORFINCH DR,,MAJOR ARTERIAL,ETOBICOKE YORK,43.755945,-79.52429,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,45 to 49,NONE,SOUTH,"AUTOMOBILE, STATION WAGON",TURNING RIGHT,IMPROPER TURN,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",,Black Creek (24)
2011,2011-06-08 4:00:00 AM,1710,17,FINCH AVE W,NORFINCH DR,,MAJOR ARTERIAL,ETOBICOKE YORK,43.755945,-79.52429,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,65 to 69,MAJOR,EAST,BICYCLE,UNKNOWN,,,,,,Motorist turning right on red at signalized intersection strikes cyclist.,Driving Properly,Unknown,"CYCLIST,AUTOMOBILE",,Black Creek (24)
2015,2015-09-23 4:00:00 AM,1715,17,BOOTH AVE,LAKE SHORE BLVD E,1 m North of,EXPRESSWAY,TORONTO AND EAST YORK,43.653514,-79.340778,INTERSECTION,AT INTERSECTION,STOP SIGN,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,60 to 64,NONE,SOUTH,"AUTOMOBILE, STATION WAGON",TURNING RIGHT,FAILED TO YIELD RIGHT OF WAY,INATTENTIVE,,,,,,,"CYCLIST,AUTOMOBILE,PASSENGER",AGGRESIVE AND DISTRACTED,South Riverdale (70)
2015,2015-09-23 4:00:00 AM,1715,17,BOOTH AVE,LAKE SHORE BLVD E,1 m North of,EXPRESSWAY,TORONTO AND EAST YORK,43.653514,-79.340778,INTERSECTION,AT INTERSECTION,STOP SIGN,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,40 to 44,MAJOR,EAST,BICYCLE,GOING AHEAD,,,,,,"Motorist turns right at non-signal Inter.(stop, yield, no cont.,and dwy) and strikes cyclist.",Driving Properly,Normal,"CYCLIST,AUTOMOBILE,PASSENGER",AGGRESIVE AND DISTRACTED,South Riverdale (70)
2015,2015-09-23 4:00:00 AM,1715,17,BOOTH AVE,LAKE SHORE BLVD E,1 m North of,EXPRESSWAY,TORONTO AND EAST YORK,43.653514,-79.340778,INTERSECTION,AT INTERSECTION,STOP SIGN,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,PASSENGER,65 to 69,NONE,,,,,,,,,,,,"CYCLIST,AUTOMOBILE,PASSENGER",AGGRESIVE AND DISTRACTED,South Riverdale (70)
2014,2014-07-14 4:00:00 AM,1716,17,YONGE ST,ELLERSLIE AVE,,MAJOR ARTERIAL,NORTH YORK,43.771983,-79.413562,INTERSECTION,AT INTERSECTION,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,TURNING MOVEMENT,DRIVER,35 to 39,NONE,NORTH,"AUTOMOBILE, STATION WAGON",TURNING LEFT,FAILED TO YIELD RIGHT OF WAY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE,PASSENGER",AGGRESIVE AND DISTRACTED,Willowdale East (51)
2014,2014-07-14 4:00:00 AM,1716,17,YONGE ST,ELLERSLIE AVE,,MAJOR ARTERIAL,NORTH YORK,43.771983,-79.413562,INTERSECTION,AT INTERSECTION,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,TURNING MOVEMENT,MOPED DRIVER,40 to 44,MAJOR,SOUTH,MOPED,GOING AHEAD,DRIVING PROPERLY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE,PASSENGER",AGGRESIVE AND DISTRACTED,Willowdale East (51)
2014,2014-07-14 4:00:00 AM,1716,17,YONGE ST,ELLERSLIE AVE,,MAJOR ARTERIAL,NORTH YORK,43.771983,-79.413562,INTERSECTION,AT INTERSECTION,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,TURNING MOVEMENT,PASSENGER,5 to 9,NONE,,,,,,,,,,,,"CYCLIST,AUTOMOBILE,PASSENGER",AGGRESIVE AND DISTRACTED,Willowdale East (51)
2014,2014-07-14 4:00:00 AM,1716,17,YONGE ST,ELLERSLIE AVE,,MAJOR ARTERIAL,NORTH YORK,43.771983,-79.413562,INTERSECTION,AT INTERSECTION,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,TURNING MOVEMENT,PASSENGER,5 to 9,NONE,,,,,,,,,,,,"CYCLIST,AUTOMOBILE,PASSENGER",AGGRESIVE AND DISTRACTED,Willowdale East (51)
2016,2016-02-20 5:00:00 AM,1717,17,CONFEDERATION DR,STEVENWOOD RD,,COLLECTOR,SCARBOROUGH,43.755355,-79.221088,INTERSECTION,AT INTERSECTION,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,35 to 39,NONE,WEST,"AUTOMOBILE, STATION WAGON",TURNING LEFT,IMPROPER TURN,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",,Woburn (137)
2016,2016-02-20 5:00:00 AM,1717,17,CONFEDERATION DR,STEVENWOOD RD,,COLLECTOR,SCARBOROUGH,43.755355,-79.221088,INTERSECTION,AT INTERSECTION,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,35 to 39,MAJOR,EAST,BICYCLE,GOING AHEAD,,,,,,Motorist turned left across cyclists path.,Driving Properly,Normal,"CYCLIST,AUTOMOBILE",,Woburn (137)
2012,2012-07-06 4:00:00 AM,1720,17,BATHURST ST,HARBORD ST,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.661545,-79.40979,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,25 to 29,NONE,SOUTH,"AUTOMOBILE, STATION WAGON",GOING AHEAD,DRIVING PROPERLY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",,Palmerston-Little Italy (80)
2012,2012-07-06 4:00:00 AM,1720,17,BATHURST ST,HARBORD ST,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.661545,-79.40979,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,25 to 29,MAJOR,NORTH,BICYCLE,TURNING LEFT,,,,,,Cyclist turned left across motorists path.,Disobeyed Traffic Control,Unknown,"CYCLIST,AUTOMOBILE",,Palmerston-Little Italy (80)
2012,2012-06-03 4:00:00 AM,1720,17,COLLEGE ST,BORDEN ST,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.657145,-79.40519,INTERSECTION,AT INTERSECTION,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,25 to 29,NONE,EAST,OTHER,PARKED,OTHER,NORMAL,,,,,,,CYCLIST,,University (79)
2012,2012-06-03 4:00:00 AM,1720,17,COLLEGE ST,BORDEN ST,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.657145,-79.40519,INTERSECTION,AT INTERSECTION,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,20 to 24,MAJOR,EAST,BICYCLE,GOING AHEAD,,,,,,Cyclist struck opened vehicle door,Driving Properly,Normal,CYCLIST,,University (79)
2012,2012-12-19 5:00:00 AM,1720,17,PALMERSTON BLVD,LENNOX ST,,COLLECTOR,TORONTO AND EAST YORK,43.663345,-79.41309,INTERSECTION,AT INTERSECTION,STOP SIGN,CLEAR,"DARK, ARTIFICIAL",DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,50 to 54,NONE,SOUTH,"AUTOMOBILE, STATION WAGON",GOING AHEAD,DRIVING PROPERLY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",,Palmerston-Little Italy (80)
2012,2012-12-19 5:00:00 AM,1720,17,PALMERSTON BLVD,LENNOX ST,,COLLECTOR,TORONTO AND EAST YORK,43.663345,-79.41309,INTERSECTION,AT INTERSECTION,STOP SIGN,CLEAR,"DARK, ARTIFICIAL",DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,40 to 44,MAJOR,WEST,BICYCLE,GOING AHEAD,,,,,,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Failed to Yield Right of Way,Normal,"CYCLIST,AUTOMOBILE",,Palmerston-Little Italy (80)
2014,2014-06-23 4:00:00 AM,1720,17,KING ST W,UNIVERSITY AVE,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.64765,-79.384799,INTERSECTION,INTERSECTION RELATED,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,TRUCK DRIVER,60 to 64,NONE,EAST,TRUCK - OPEN,GOING AHEAD,FOLLOWING TOO CLOSE,INATTENTIVE,,,,,,,"CYCLIST,TRUCK",AGGRESIVE AND DISTRACTED,Bay Street Corridor (76)
2014,2014-06-23 4:00:00 AM,1720,17,KING ST W,UNIVERSITY AVE,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.64765,-79.384799,INTERSECTION,INTERSECTION RELATED,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,15 to 19,MAJOR,EAST,,GOING AHEAD,,,,,,Cyclist and Driver travelling in same direction. One vehicle rear-ended the other.,Driving Properly,Unknown,"CYCLIST,TRUCK",AGGRESIVE AND DISTRACTED,Bay Street Corridor (76)
2014,2014-08-26 4:00:00 AM,1720,17,ROGERS RD,SILVERTHORN AVE,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.682765,-79.463306,INTERSECTION,INTERSECTION RELATED,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,30 to 34,NONE,WEST,"AUTOMOBILE, STATION WAGON",TURNING RIGHT,IMPROPER TURN,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",,Keelesdale-Eglinton West (110)
2014,2014-08-26 4:00:00 AM,1720,17,ROGERS RD,SILVERTHORN AVE,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.682765,-79.463306,INTERSECTION,INTERSECTION RELATED,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,30 to 34,MAJOR,WEST,BICYCLE,TURNING RIGHT,,,,,,Motorist turning right on green or amber at signalized intersection strikes cyclist.,Driving Properly,Normal,"CYCLIST,AUTOMOBILE",,Keelesdale-Eglinton West (110)
2013,2013-04-08 4:00:00 AM,1722,17,JARVIS ST,EARL PL,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.667945,-79.37899,INTERSECTION,,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,WET,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,50 to 54,NONE,NORTH,"AUTOMOBILE, STATION WAGON",GOING AHEAD,DRIVING PROPERLY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",,North St.James Town (74)
2013,2013-04-08 4:00:00 AM,1722,17,JARVIS ST,EARL PL,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.667945,-79.37899,INTERSECTION,,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,WET,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,50 to 54,NONE,NORTH,"AUTOMOBILE, STATION WAGON",GOING AHEAD,DRIVING PROPERLY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",,North St.James Town (74)
2013,2013-04-08 4:00:00 AM,1722,17,JARVIS ST,EARL PL,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.667945,-79.37899,INTERSECTION,,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,WET,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,20 to 24,MAJOR,NORTH,BICYCLE,CHANGING LANES,,,,,,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Improper Lane Change,Inattentive,"CYCLIST,AUTOMOBILE",,North St.James Town (74)
2014,2014-08-01 4:00:00 AM,1722,17,SHEPPARD AVE E,NEILSON RD,,MAJOR ARTERIAL,SCARBOROUGH,43.798106,-79.21767,INTERSECTION,INTERSECTION RELATED,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,FATAL,CYCLIST COLLISIONS,DRIVER,15 to 19,NONE,WEST,"AUTOMOBILE, STATION WAGON",GOING AHEAD,SPEED TOO FAST FOR CONDITION,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE","SPEEDING,AGGRESIVE AND DISTRACTED",Malvern (132)
2014,2014-08-01 4:00:00 AM,1722,17,SHEPPARD AVE E,NEILSON RD,,MAJOR ARTERIAL,SCARBOROUGH,43.798106,-79.21767,INTERSECTION,INTERSECTION RELATED,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,FATAL,CYCLIST COLLISIONS,CYCLIST,15 to 19,FATAL,NORTH,BICYCLE,GOING AHEAD,,,,,,"Motorist without ROW drives into path of cyclist at inter, lnwy, dwy-Driver not turn.",Driving Properly,Inattentive,"CYCLIST,AUTOMOBILE","SPEEDING,AGGRESIVE AND DISTRACTED",Malvern (132)
